geoid,year,housing_starts_total,housing_starts_total_source,housing_completions,housing_completions_source
5350378.12,2021,0,official,12,official
5350378.12,2022,0,official,0,official
5350378.12,2023,0,official,,
5350378.12,2024,0,official,,
5350378.14,2018,0,official,0,official
5350378.14,2019,0,official,0,official
5350378.14,2020,0,official,0,official
5350378.14,2021,0,official,0,official
5350378.14,2022,0,official,0,official
5350378.14,2023,0,official,,
5350378.14,2024,0,official,,
5350378.16,2018,0,official,0,official
5350378.16,2019,0,official,0,official
5350378.16,2020,0,official,0,official
5350378.16,2021,0,official,0,official
5350378.16,2022,0,official,0,official
5350378.16,2023,0,official,,
5350378.16,2024,0,official,,
5350378.17,2018,0,official,0,official
5350378.17,2019,0,official,0,official
5350378.17,2020,0,official,0,official
5350378.17,2021,0,official,0,official
5350378.17,2022,0,official,0,official
5350378.17,2023,0,official,,
5350378.17,2024,0,official,,
5350378.18,2018,0,official,0,official
5350378.18,2019,0,official,0,official
5350378.18,2020,0,official,0,official
5350378.18,2021,0,official,0,official
5350378.18,2022,0,official,0,official
5350378.18,2023,0,official,,
5350378.18,2024,0,official,,
5350378.19,2018,0,official,0,official
5350378.19,2019,0,official,0,official
5350378.19,2020,0,official,0,official
5350378.19,2021,0,official,0,official
5350378.19,2022,0,official,0,official
5350378.19,2023,0,official,,
5350378.19,2024,0,official,,
5350378.20,2018,0,official,0,official
5350378.20,2019,0,official,0,official
5350378.20,2020,0,official,0,official
5350378.20,2021,0,official,0,official
5350378.20,2022,0,official,0,official
5350378.20,2023,0,official,,
5350378.20,2024,0,official,,
5350378.21,2018,0,official,0,official
5350378.21,2019,0,official,0,official
5350378.21,2020,0,official,0,official
5350378.21,2021,0,official,1,official
5350378.21,2022,0,official,0,official
5350378.21,2023,0,official,,
5350378.21,2024,0,official,,
5350378.22,2018,0,official,0,official
5350378.22,2019,0,official,0,official
5350378.22,2020,0,official,0,official
5350378.22,2021,0,official,0,official
5350378.22,2022,0,official,0,official
5350378.22,2023,0,official,,
5350378.22,2024,0,official,,
5350378.23,2018,1,official,0,official
5350378.23,2019,0,official,0,official
5350378.23,2020,0,official,1,official
5350378.23,2021,0,official,0,official
5350378.23,2022,0,official,0,official
5350378.23,2023,0,official,,
5350378.23,2024,0,official,,
5350378.24,2018,0,official,0,official
5350378.24,2019,1,official,0,official
5350378.24,2020,0,official,0,official
5350378.24,2021,0,official,1,official
5350378.24,2022,0,official,0,official
5350378.24,2023,0,official,,
5350378.24,2024,0,official,,
5350378.25,2018,0,official,0,official
5350378.25,2019,0,official,0,official
5350378.25,2020,0,official,0,official
5350378.25,2021,0,official,0,official
5350378.25,2022,0,official,0,official
5350378.25,2023,0,official,,
5350378.25,2024,0,official,,
5350378.26,2018,0,official,23,official
5350378.26,2019,0,official,0,official
5350378.26,2020,0,official,0,official
5350378.26,2021,0,official,0,official
5350378.26,2022,0,official,0,official
5350378.26,2023,0,official,,
5350378.26,2024,0,official,,
5350378.27,2018,0,official,0,official
5350378.27,2019,0,official,0,official
5350378.27,2020,0,official,0,official
5350378.27,2021,0,official,0,official
5350378.27,2022,0,official,0,official
5350378.27,2023,0,official,,
5350378.27,2024,0,official,,
5350378.28,2018,0,official,0,official
5350378.28,2019,0,official,0,official
5350378.28,2020,1,official,0,official
5350378.28,2021,0,official,1,official
5350378.28,2022,0,official,0,official
5350378.28,2023,0,official,,
5350378.28,2024,0,official,,
5350400.02,2018,3,official,10,official
5350400.02,2019,1,official,172,official
5350400.02,2020,2,official,5,official
5350400.02,2021,3,official,3,official
5350400.02,2022,56,official,1,official
5350400.02,2023,5,official,,
5350400.02,2024,3,official,,
5350400.03,2018,0,official,0,official
5350400.03,2019,4,official,0,official
5350400.03,2020,0,official,5,official
5350400.03,2021,0,official,0,official
5350400.03,2022,1,official,0,official
5350400.03,2023,3,official,,
5350400.03,2024,1,official,,
5350400.04,2018,0,official,4,official
5350400.04,2019,1,official,4,official
5350400.04,2020,2,official,0,official
5350400.04,2021,1,official,2,official
5350400.04,2022,2,official,0,official
5350400.04,2023,5,official,,
5350400.04,2024,3,official,,
5350400.06,2018,1,official,2,official
5350400.06,2019,1,official,0,official
5350400.06,2020,2,official,0,official
5350400.06,2021,1,official,1,official
5350400.06,2022,0,official,2,official
5350400.06,2023,1,official,,
5350400.06,2024,0,official,,
5350400.07,2018,27,official,6,official
5350400.07,2019,2,official,14,official
5350400.07,2020,9,official,14,official
5350400.07,2021,5,official,8,official
5350400.07,2022,4,official,3,official
5350400.07,2023,6,official,,
5350400.07,2024,5,official,,
5350400.08,2018,8,official,15,official
5350400.08,2019,41,official,4,official
5350400.08,2020,4,official,38,official
5350400.08,2021,5,official,9,official
5350400.08,2022,63,official,1,official
5350400.08,2023,5,official,,
5350400.08,2024,1,official,,
5350400.11,2018,0,official,0,official
5350400.11,2019,0,official,0,official
5350400.11,2020,0,official,0,official
5350400.11,2021,0,official,0,official
5350400.11,2022,0,official,0,official
5350400.11,2023,0,official,,
5350400.11,2024,0,official,,
5350400.12,2018,0,official,0,official
5350400.12,2019,0,official,0,official
5350400.12,2020,1,official,1,official
5350400.12,2021,0,official,0,official
5350400.12,2022,0,official,0,official
5350400.12,2023,0,official,,
5350400.12,2024,0,official,,
5350400.13,2018,0,official,0,official
5350400.13,2019,0,official,0,official
5350400.13,2020,0,official,0,official
5350400.13,2021,8,official,0,official
5350400.13,2022,371,official,12,official
5350400.13,2023,99,official,,
5350400.13,2024,1,official,,
5350400.14,2018,0,official,0,official
5350400.14,2019,0,official,0,official
5350400.14,2020,0,official,0,official
5350400.14,2021,0,official,0,official
5350400.14,2022,0,official,0,official
5350400.14,2023,0,official,,
5350400.14,2024,85,official,,
5350400.15,2018,3,official,2,official
5350400.15,2019,1,official,2,official
5350400.15,2020,2,official,0,official
5350400.15,2021,1,official,3,official
5350400.15,2022,2,official,0,official
5350400.15,2023,1,official,,
5350400.15,2024,14,official,,
5350400.16,2018,2,official,2,official
5350400.16,2019,0,official,2,official
5350400.16,2020,0,official,1,official
5350400.16,2021,0,official,1,official
5350400.16,2022,0,official,0,official
5350400.16,2023,0,official,,
5350400.16,2024,1,official,,
5350400.17,2018,0,official,0,official
5350400.17,2019,0,official,0,official
5350400.17,2020,0,official,0,official
5350400.17,2021,0,official,0,official
5350400.17,2022,0,official,0,official
5350400.17,2023,0,official,,
5350400.17,2024,0,official,,
5350400.18,2018,0,official,0,official
5350400.18,2019,0,official,0,official
5350400.18,2020,0,official,0,official
5350400.18,2021,0,official,0,official
5350400.18,2022,0,official,0,official
5350400.18,2023,0,official,,
5350400.18,2024,0,official,,
5350400.19,2018,143,official,142,official
5350400.19,2019,0,official,37,official
5350400.19,2020,73,official,167,official
5350400.19,2021,72,official,0,official
5350400.19,2022,0,official,0,official
5350400.19,2023,20,official,,
5350400.19,2024,45,official,,
5350400.20,2018,16,official,88,official
5350400.20,2019,23,official,23,official
5350400.20,2020,29,official,28,official
5350400.20,2021,146,official,46,official
5350400.20,2022,61,official,89,official
5350400.20,2023,11,official,,
5350400.20,2024,2,official,,
5350400.21,2018,0,official,250,official
5350400.21,2019,0,official,20,official
5350400.21,2020,0,official,0,official
5350400.21,2021,1,official,0,official
5350400.21,2022,10,official,0,official
5350400.21,2023,67,official,,
5350400.21,2024,12,official,,
5350400.22,2018,2,official,156,official
5350400.22,2019,0,official,49,official
5350400.22,2020,24,official,15,official
5350400.22,2021,90,official,6,official
5350400.22,2022,137,official,14,official
5350400.22,2023,0,official,,
5350400.22,2024,2,official,,
5350400.23,2018,307,official,269,official
5350400.23,2019,2,official,234,official
5350400.23,2020,94,official,4,official
5350400.23,2021,95,official,94,official
5350400.23,2022,132,official,95,official
5350400.23,2023,0,official,,
5350400.23,2024,35,official,,
5350401.04,2018,0,official,0,official
5350401.04,2019,0,official,0,official
5350401.04,2020,0,official,0,official
5350401.04,2021,0,official,0,official
5350401.04,2022,0,official,0,official
5350401.04,2023,0,official,,
5350401.04,2024,0,official,,
5350401.05,2018,0,official,0,official
5350401.05,2019,0,official,0,official
5350401.05,2020,0,official,0,official
5350401.05,2021,0,official,0,official
5350401.05,2022,532,official,0,official
5350401.05,2023,0,official,,
5350401.05,2024,0,official,,
5350401.06,2018,543,official,698,official
5350401.06,2019,1,official,47,official
5350401.06,2020,1,official,516,official
5350401.06,2021,1041,official,12,official
5350401.06,2022,3,official,324,official
5350401.06,2023,4,official,,
5350401.06,2024,0,official,,
5350401.07,2018,20,official,122,official
5350401.07,2019,17,official,5,official
5350401.07,2020,270,official,8,official
5350401.07,2021,7,official,25,official
5350401.07,2022,8,official,2,official
5350401.07,2023,7,official,,
5350401.07,2024,5,official,,
5350401.08,2018,4,official,2,official
5350401.08,2019,0,official,2,official
5350401.08,2020,1,official,2,official
5350401.08,2021,0,official,0,official
5350401.08,2022,606,official,0,official
5350401.08,2023,0,official,,
5350401.08,2024,0,official,,
5350401.09,2018,38,official,0,official
5350401.09,2019,0,official,5,official
5350401.09,2020,0,official,17,official
5350401.09,2021,0,official,0,official
5350401.09,2022,44,official,0,official
5350401.09,2023,0,official,,
5350401.09,2024,0,official,,
5350401.10,2018,1,official,1,official
5350401.10,2019,2,official,0,official
5350401.10,2020,2,official,2,official
5350401.10,2021,34,official,1,official
5350401.10,2022,2,official,0,official
5350401.10,2023,0,official,,
5350401.10,2024,3,official,,
5350401.11,2018,0,official,0,official
5350401.11,2019,0,official,0,official
5350401.11,2020,0,official,0,official
5350401.11,2021,0,official,0,official
5350401.11,2022,0,official,0,official
5350401.11,2023,0,official,,
5350401.11,2024,0,official,,
5350401.13,2018,0,official,0,official
5350401.13,2019,0,official,0,official
5350401.13,2020,0,official,0,official
5350401.13,2021,0,official,0,official
5350401.13,2022,2,official,0,official
5350401.13,2023,1,official,,
5350401.13,2024,0,official,,
5350401.14,2018,0,official,119,official
5350401.14,2019,7,official,0,official
5350401.14,2020,1,official,0,official
5350401.14,2021,0,official,1,official
5350401.14,2022,0,official,1,official
5350401.14,2023,0,official,,
5350401.14,2024,0,official,,
5350401.15,2018,0,official,0,official
5350401.15,2019,0,official,0,official
5350401.15,2020,0,official,0,official
5350401.15,2021,0,official,0,official
5350401.15,2022,0,official,0,official
5350401.15,2023,0,official,,
5350401.15,2024,0,official,,
5350401.17,2018,7,official,0,official
5350401.17,2019,0,official,1,official
5350401.17,2020,0,official,7,official
5350401.17,2021,15,official,0,official
5350401.17,2022,0,official,0,official
5350401.17,2023,0,official,,
5350401.17,2024,3,official,,
5350401.18,2018,242,official,0,official
5350401.18,2019,0,official,0,official
5350401.18,2020,0,official,0,official
5350401.18,2021,0,official,549,official
5350401.18,2022,0,official,0,official
5350401.18,2023,0,official,,
5350401.18,2024,903,official,,
5350401.19,2018,0,official,0,official
5350401.19,2019,0,official,0,official
5350401.19,2020,0,official,0,official
5350401.19,2021,0,official,0,official
5350401.19,2022,0,official,0,official
5350401.19,2023,0,official,,
5350401.19,2024,96,official,,
5350401.20,2018,0,official,0,official
5350401.20,2019,0,official,0,official
5350401.20,2020,0,official,0,official
5350401.20,2021,0,official,0,official
5350401.20,2022,0,official,0,official
5350401.20,2023,0,official,,
5350401.20,2024,0,official,,
5350401.21,2018,0,official,0,official
5350401.21,2019,0,official,0,official
5350401.21,2020,0,official,0,official
5350401.21,2021,0,official,0,official
5350401.21,2022,0,official,0,official
5350401.21,2023,0,official,,
5350401.21,2024,0,official,,
5350401.22,2018,82,official,1,official
5350401.22,2019,5,official,15,official
5350401.22,2020,4,official,45,official
5350401.22,2021,4,official,8,official
5350401.22,2022,2,official,5,official
5350401.22,2023,1,official,,
5350401.22,2024,0,official,,
5350401.23,2018,4,official,0,official
5350401.23,2019,0,official,4,official
5350401.23,2020,0,official,0,official
5350401.23,2021,0,official,0,official
5350401.23,2022,4,official,0,official
5350401.23,2023,4,official,,
5350401.23,2024,1,official,,
5350402.01,2018,0,official,0,official
5350402.01,2019,0,official,0,official
5350402.01,2020,0,official,0,official
5350402.01,2021,0,official,0,official
5350402.01,2022,0,official,0,official
5350402.01,2023,0,official,,
5350402.01,2024,0,official,,
5350402.02,2018,204,official,8,official
5350402.02,2019,0,official,3,official
5350402.02,2020,6,official,3,official
5350402.02,2021,5,official,203,official
5350402.02,2022,1,official,3,official
5350402.02,2023,2,official,,
5350402.02,2024,0,official,,
5350402.03,2018,1,official,0,official
5350402.03,2019,0,official,0,official
5350402.03,2020,0,official,0,official
5350402.03,2021,2,official,1,official
5350402.03,2022,169,official,2,official
5350402.03,2023,0,official,,
5350402.03,2024,0,official,,
5350402.04,2018,3,official,6,official
5350402.04,2019,1,official,0,official
5350402.04,2020,0,official,1,official
5350402.04,2021,2,official,2,official
5350402.04,2022,2,official,2,official
5350402.04,2023,0,official,,
5350402.04,2024,0,official,,
5350402.05,2018,5,official,1,official
5350402.05,2019,3,official,2,official
5350402.05,2020,0,official,3,official
5350402.05,2021,6,official,6,official
5350402.05,2022,3,official,2,official
5350402.05,2023,3,official,,
5350402.05,2024,2,official,,
5350402.06,2018,6,official,17,official
5350402.06,2019,1,official,1,official
5350402.06,2020,4,official,2,official
5350402.06,2021,3,official,3,official
5350402.06,2022,2,official,4,official
5350402.06,2023,1,official,,
5350402.06,2024,2,official,,
5350402.07,2018,0,official,0,official
5350402.07,2019,0,official,0,official
5350402.07,2020,0,official,1,official
5350402.07,2021,0,official,0,official
5350402.07,2022,0,official,0,official
5350402.07,2023,0,official,,
5350402.07,2024,0,official,,
5350402.08,2018,1,official,0,official
5350402.08,2019,6,official,0,official
5350402.08,2020,0,official,7,official
5350402.08,2021,0,official,0,official
5350402.08,2022,1,official,0,official
5350402.08,2023,0,official,,
5350402.08,2024,0,official,,
5350402.09,2018,1,official,0,official
5350402.09,2019,1,official,2,official
5350402.09,2020,0,official,2,official
5350402.09,2021,0,official,0,official
5350402.09,2022,0,official,0,official
5350402.09,2023,3,official,,
5350402.09,2024,1,official,,
5350402.10,2018,32,official,72,official
5350402.10,2019,0,official,0,official
5350402.10,2020,0,official,0,official
5350402.10,2021,0,official,0,official
5350402.10,2022,2,official,0,official
5350402.10,2023,0,official,,
5350402.10,2024,0,official,,
5350402.12,2018,120,official,0,official
5350402.12,2019,14,official,103,official
5350402.12,2020,613,official,31,official
5350402.12,2021,0,official,0,official
5350402.12,2022,0,official,0,official
5350402.12,2023,0,official,,
5350402.12,2024,0,official,,
5350402.13,2018,0,official,0,official
5350402.13,2019,0,official,0,official
5350402.13,2020,0,official,0,official
5350402.13,2021,0,official,0,official
5350402.13,2022,0,official,0,official
5350402.13,2023,0,official,,
5350402.13,2024,0,official,,
5350403.01,2018,2,official,2,official
5350403.01,2019,0,official,0,official
5350403.01,2020,4,official,3,official
5350403.01,2021,2,official,4,official
5350403.01,2022,3,official,1,official
5350403.01,2023,3,official,,
5350403.01,2024,0,official,,
5350403.04,2018,0,official,0,official
5350403.04,2019,7,official,0,official
5350403.04,2020,2,official,9,official
5350403.04,2021,19,official,0,official
5350403.04,2022,46,official,0,official
5350403.04,2023,0,official,,
5350403.04,2024,5,official,,
5350403.05,2018,87,official,2,official
5350403.05,2019,47,official,0,official
5350403.05,2020,1,official,86,official
5350403.05,2021,73,official,22,official
5350403.05,2022,403,official,45,official
5350403.05,2023,158,official,,
5350403.05,2024,128,official,,
5350403.07,2018,1,official,54,official
5350403.07,2019,6,official,36,official
5350403.07,2020,0,official,1,official
5350403.07,2021,7,official,0,official
5350403.07,2022,0,official,7,official
5350403.07,2023,0,official,,
5350403.07,2024,0,official,,
5350403.09,2018,270,official,7,official
5350403.09,2019,18,official,327,official
5350403.09,2020,0,official,20,official
5350403.09,2021,0,official,0,official
5350403.09,2022,0,official,0,official
5350403.09,2023,1,official,,
5350403.09,2024,0,official,,
5350403.10,2018,0,official,220,official
5350403.10,2019,0,official,0,official
5350403.10,2020,14,official,14,official
5350403.10,2021,0,official,0,official
5350403.10,2022,0,official,0,official
5350403.10,2023,130,official,,
5350403.10,2024,0,official,,
5350403.11,2018,0,official,73,official
5350403.11,2019,0,official,0,official
5350403.11,2020,69,official,0,official
5350403.11,2021,267,official,95,official
5350403.11,2022,2,official,235,official
5350403.11,2023,0,official,,
5350403.11,2024,0,official,,
5350403.12,2018,0,official,6,official
5350403.12,2019,0,official,0,official
5350403.12,2020,111,official,0,official
5350403.12,2021,0,official,0,official
5350403.12,2022,0,official,111,official
5350403.12,2023,550,official,,
5350403.12,2024,0,official,,
5350403.13,2018,7,official,81,official
5350403.13,2019,0,official,0,official
5350403.13,2020,0,official,0,official
5350403.13,2021,0,official,0,official
5350403.13,2022,21,official,0,official
5350403.13,2023,0,official,,
5350403.13,2024,0,official,,
5350403.14,2018,123,official,3,official
5350403.14,2019,45,official,0,official
5350403.14,2020,26,official,92,official
5350403.14,2021,53,official,103,official
5350403.14,2022,0,official,45,official
5350403.14,2023,0,official,,
5350403.14,2024,1,official,,
5350403.15,2018,204,official,1,official
5350403.15,2019,14,official,32,official
5350403.15,2020,206,official,169,official
5350403.15,2021,0,official,83,official
5350403.15,2022,283,official,22,official
5350403.15,2023,43,official,,
5350403.15,2024,463,official,,
5350403.16,2018,0,official,23,official
5350403.16,2019,0,official,0,official
5350403.16,2020,0,official,1,official
5350403.16,2021,0,official,0,official
5350403.16,2022,1,official,0,official
5350403.16,2023,17,official,,
5350403.16,2024,2,official,,
5350410.02,2018,0,official,0,official
5350410.02,2019,13,official,0,official
5350410.02,2020,1,official,0,official
5350410.02,2021,1,official,3,official
5350410.02,2022,0,official,2,official
5350410.02,2023,17,official,,
5350410.02,2024,0,official,,
5350410.03,2018,4,official,6,official
5350410.03,2019,9,official,2,official
5350410.03,2020,1,official,1,official
5350410.03,2021,1,official,11,official
5350410.03,2022,0,official,3,official
5350410.03,2023,22,official,,
5350410.03,2024,193,official,,
5350410.04,2018,0,official,0,official
5350410.04,2019,52,official,0,official
5350410.04,2020,101,official,0,official
5350410.04,2021,0,official,153,official
5350410.04,2022,0,official,0,official
5350410.04,2023,0,official,,
5350410.04,2024,0,official,,
5350410.05,2018,3,official,6,official
5350410.05,2019,9,official,15,official
5350410.05,2020,2,official,9,official
5350410.05,2021,5,official,10,official
5350410.05,2022,288,official,3,official
5350410.05,2023,9,official,,
5350410.05,2024,22,official,,
5350410.07,2018,0,official,0,official
5350410.07,2019,0,official,0,official
5350410.07,2020,0,official,0,official
5350410.07,2021,0,official,0,official
5350410.07,2022,0,official,0,official
5350410.07,2023,0,official,,
5350410.07,2024,0,official,,
5350410.09,2018,5,official,9,official
5350410.09,2019,5,official,3,official
5350410.09,2020,2,official,3,official
5350410.09,2021,1,official,5,official
5350410.09,2022,6,official,2,official
5350410.09,2023,2,official,,
5350410.09,2024,0,official,,
5350410.10,2018,1,official,29,official
5350410.10,2019,0,official,1,official
5350410.10,2020,0,official,0,official
5350410.10,2021,0,official,0,official
5350410.10,2022,0,official,0,official
5350410.10,2023,0,official,,
5350410.10,2024,0,official,,
5350410.11,2018,0,official,0,official
5350410.11,2019,0,official,0,official
5350410.11,2020,0,official,0,official
5350410.11,2021,0,official,0,official
5350410.11,2022,0,official,0,official
5350410.11,2023,0,official,,
5350410.11,2024,0,official,,
5350410.12,2018,0,official,0,official
5350410.12,2019,0,official,0,official
5350410.12,2020,388,official,0,official
5350410.12,2021,1278,official,0,official
5350410.12,2022,257,official,0,official
5350410.12,2023,0,official,,
5350410.12,2024,0,official,,
5350410.13,2018,0,official,2,official
5350410.13,2019,62,official,0,official
5350410.13,2020,0,official,60,official
5350410.13,2021,0,official,1,official
5350410.13,2022,0,official,0,official
5350410.13,2023,1,official,,
5350410.13,2024,0,official,,
5350410.14,2018,0,official,0,official
5350410.14,2019,0,official,0,official
5350410.14,2020,0,official,0,official
5350410.14,2021,0,official,0,official
5350410.14,2022,0,official,0,official
5350410.14,2023,0,official,,
5350410.14,2024,0,official,,
5350410.15,2018,0,official,0,official
5350410.15,2019,0,official,0,official
5350410.15,2020,0,official,0,official
5350410.15,2021,0,official,0,official
5350410.15,2022,0,official,0,official
5350410.15,2023,0,official,,
5350410.15,2024,0,official,,
5350411.01,2018,0,official,0,official
5350411.01,2019,0,official,0,official
5350411.01,2020,0,official,0,official
5350411.01,2021,0,official,0,official
5350411.01,2022,0,official,0,official
5350411.01,2023,0,official,,
5350411.01,2024,0,official,,
5350411.04,2018,0,official,0,official
5350411.04,2019,15,official,0,official
5350411.04,2020,0,official,15,official
5350411.04,2021,0,official,0,official
5350411.04,2022,1,official,0,official
5350411.04,2023,0,official,,
5350411.04,2024,0,official,,
5350411.07,2018,6,official,3,official
5350411.07,2019,4,official,17,official
5350411.07,2020,1,official,41,official
5350411.07,2021,18,official,2,official
5350411.07,2022,13,official,5,official
5350411.07,2023,15,official,,
5350411.07,2024,1,official,,
5350411.08,2018,1445,official,0,official
5350411.08,2019,284,official,1,official
5350411.08,2020,587,official,1984,official
5350411.08,2021,3380,official,1719,official
5350411.08,2022,3134,official,23,official
5350411.08,2023,604,official,,
5350411.08,2024,1037,official,,
5350411.09,2018,0,official,0,official
5350411.09,2019,0,official,0,official
5350411.09,2020,0,official,0,official
5350411.09,2021,0,official,0,official
5350411.09,2022,0,official,0,official
5350411.09,2023,0,official,,
5350411.09,2024,0,official,,
5350411.12,2018,0,official,0,official
5350411.12,2019,0,official,0,official
5350411.12,2020,0,official,0,official
5350411.12,2021,0,official,0,official
5350411.12,2022,0,official,1,official
5350411.12,2023,0,official,,
5350411.12,2024,0,official,,
5350411.15,2018,0,official,1,official
5350411.15,2019,0,official,0,official
5350411.15,2020,32,official,0,official
5350411.15,2021,0,official,0,official
5350411.15,2022,0,official,12,official
5350411.15,2023,0,official,,
5350411.15,2024,1,official,,
5350411.16,2018,0,official,132,official
5350411.16,2019,300,official,1,official
5350411.16,2020,120,official,264,official
5350411.16,2021,1,official,3,official
5350411.16,2022,6,official,416,official
5350411.16,2023,1,official,,
5350411.16,2024,3,official,,
5350411.17,2018,77,official,113,official
5350411.17,2019,3,official,73,official
5350411.17,2020,8,official,27,official
5350411.17,2021,7,official,8,official
5350411.17,2022,1,official,20,official
5350411.17,2023,8,official,,
5350411.17,2024,1,official,,
5350411.18,2018,0,official,2,official
5350411.18,2019,0,official,0,official
5350411.18,2020,45,official,0,official
5350411.18,2021,0,official,24,official
5350411.18,2022,0,official,21,official
5350411.18,2023,30,official,,
5350411.18,2024,32,official,,
5350411.19,2018,0,official,192,official
5350411.19,2019,0,official,260,official
5350411.19,2020,50,official,0,official
5350411.19,2021,114,official,0,official
5350411.19,2022,0,official,24,official
5350411.19,2023,1,official,,
5350411.19,2024,2,official,,
5350411.21,2018,0,official,0,official
5350411.21,2019,0,official,0,official
5350411.21,2020,0,official,0,official
5350411.21,2021,0,official,0,official
5350411.21,2022,0,official,0,official
5350411.21,2023,0,official,,
5350411.21,2024,0,official,,
5350411.22,2018,0,official,0,official
5350411.22,2019,0,official,0,official
5350411.22,2020,0,official,0,official
5350411.22,2021,0,official,0,official
5350411.22,2022,0,official,0,official
5350411.22,2023,0,official,,
5350411.22,2024,0,official,,
5350411.23,2018,0,official,0,official
5350411.23,2019,42,official,0,official
5350411.23,2020,26,official,42,official
5350411.23,2021,0,official,0,official
5350411.23,2022,0,official,0,official
5350411.23,2023,0,official,,
5350411.23,2024,0,official,,
5350411.24,2018,0,official,0,official
5350411.24,2019,0,official,0,official
5350411.24,2020,0,official,0,official
5350411.24,2021,0,official,0,official
5350411.24,2022,0,official,0,official
5350411.24,2023,0,official,,
5350411.24,2024,0,official,,
5350411.25,2018,0,official,0,official
5350411.25,2019,0,official,0,official
5350411.25,2020,0,official,0,official
5350411.25,2021,0,official,0,official
5350411.25,2022,0,official,0,official
5350411.25,2023,0,official,,
5350411.25,2024,0,official,,
5350411.26,2018,0,official,0,official
5350411.26,2019,0,official,0,official
5350411.26,2020,0,official,0,official
5350411.26,2021,0,official,0,official
5350411.26,2022,0,official,0,official
5350411.26,2023,0,official,,
5350411.26,2024,0,official,,
5350411.27,2018,0,official,0,official
5350411.27,2019,0,official,0,official
5350411.27,2020,19,official,0,official
5350411.27,2021,0,official,0,official
5350411.27,2022,0,official,39,official
5350411.27,2023,0,official,,
5350411.27,2024,0,official,,
5350411.28,2018,0,official,0,official
5350411.28,2019,0,official,0,official
5350411.28,2020,0,official,0,official
5350411.28,2021,0,official,0,official
5350411.28,2022,0,official,0,official
5350411.28,2023,0,official,,
5350411.28,2024,0,official,,
5350411.29,2018,61,official,5,official
5350411.29,2019,0,official,16,official
5350411.29,2020,1,official,0,official
5350411.29,2021,0,official,0,official
5350411.29,2022,5,official,1,official
5350411.29,2023,8,official,,
5350411.29,2024,9,official,,
5350411.30,2018,0,official,2,official
5350411.30,2019,0,official,0,official
5350411.30,2020,0,official,0,official
5350411.30,2021,0,official,0,official
5350411.30,2022,0,official,0,official
5350411.30,2023,0,official,,
5350411.30,2024,0,official,,
5350412.01,2018,33,official,278,official
5350412.01,2019,1,official,62,official
5350412.01,2020,23,official,2,official
5350412.01,2021,0,official,23,official
5350412.01,2022,2,official,1,official
5350412.01,2023,2,official,,
5350412.01,2024,646,official,,
5350412.02,2018,250,official,59,official
5350412.02,2019,372,official,107,official
5350412.02,2020,45,official,366,official
5350412.02,2021,0,official,146,official
5350412.02,2022,8,official,0,official
5350412.02,2023,2,official,,
5350412.02,2024,3,official,,
5350412.04,2018,0,official,0,official
5350412.04,2019,0,official,0,official
5350412.04,2020,0,official,0,official
5350412.04,2021,0,official,0,official
5350412.04,2022,0,official,0,official
5350412.04,2023,0,official,,
5350412.04,2024,0,official,,
5350412.06,2018,0,official,0,official
5350412.06,2019,0,official,0,official
5350412.06,2020,0,official,0,official
5350412.06,2021,0,official,0,official
5350412.06,2022,0,official,0,official
5350412.06,2023,0,official,,
5350412.06,2024,0,official,,
5350412.08,2018,0,official,0,official
5350412.08,2019,0,official,0,official
5350412.08,2020,0,official,0,official
5350412.08,2021,0,official,0,official
5350412.08,2022,0,official,0,official
5350412.08,2023,0,official,,
5350412.08,2024,0,official,,
5350412.10,2018,0,official,0,official
5350412.10,2019,1,official,0,official
5350412.10,2020,0,official,0,official
5350412.10,2021,0,official,0,official
5350412.10,2022,0,official,0,official
5350412.10,2023,0,official,,
5350412.10,2024,1,official,,
5350412.11,2018,4,official,0,official
5350412.11,2019,0,official,1,official
5350412.11,2020,1,official,1,official
5350412.11,2021,6,official,0,official
5350412.11,2022,107,official,1,official
5350412.11,2023,6,official,,
5350412.11,2024,69,official,,
5350412.12,2018,0,official,0,official
5350412.12,2019,0,official,0,official
5350412.12,2020,0,official,0,official
5350412.12,2021,0,official,0,official
5350412.12,2022,0,official,0,official
5350412.12,2023,0,official,,
5350412.12,2024,0,official,,
5350412.13,2018,0,official,829,official
5350412.13,2019,0,official,0,official
5350412.13,2020,0,official,0,official
5350412.13,2021,0,official,0,official
5350412.13,2022,0,official,0,official
5350412.13,2023,0,official,,
5350412.13,2024,0,official,,
5350412.14,2018,0,official,0,official
5350412.14,2019,0,official,0,official
5350412.14,2020,0,official,0,official
5350412.14,2021,0,official,0,official
5350412.14,2022,0,official,0,official
5350412.14,2023,1,official,,
5350412.14,2024,0,official,,
5350412.15,2018,4,official,69,official
5350412.15,2019,38,official,74,official
5350412.15,2020,2,official,1,official
5350412.15,2021,7,official,4,official
5350412.15,2022,0,official,7,official
5350412.15,2023,3,official,,
5350412.15,2024,1,official,,
5350412.18,2018,5,official,5,official
5350412.18,2019,5,official,2,official
5350412.18,2020,0,official,1,official
5350412.18,2021,2,official,3,official
5350412.18,2022,0,official,0,official
5350412.18,2023,2,official,,
5350412.18,2024,0,official,,
5350412.19,2018,0,official,12,official
5350412.19,2019,0,official,0,official
5350412.19,2020,0,official,0,official
5350412.19,2021,105,official,0,official
5350412.19,2022,0,official,89,official
